Index,FY,Date of Auction,Date of Issue,Date of Maturity,Notified Amount (Rupees Crore),Residual Maturity Period,Maturity Year,Number of Competitive Bid Received,"Value of Competitive Bid Received
(Rupees Crore)",Number of Non-Competitive Bid Received,"Value of Non-Competitive Bid Received
(Rupees Crore)",Number of Competitive Bid Accepted,"Value of Competitive Bid Accepted
(Rupees Crore)",Number of Non-Competitive Bid Accepted,"Value of Non-Competitive Bid Accepted
(Rupees Crore)","Devolvement on Primary Dealers
(Rupees Crore)","Devolvement/Private placement on RBI
(Rupees Crore)",Cut off Issue/ Price,Cut Off Yield,Nomenclature Loan,ISIN No.,Weighted Avg. Price,Weighted Avg. Yield,State,Amount,Tenor group,Bid cover,WAY,Notified - availed,Yield / Price,Outstanding,Maturity FY
940,2025-26   ,01-Jul-25,02-Jul-25,02-Jul-35,1000,10,49492,63,4547,5,33.464,29,966.536,5,33.464,-,-,100,6.8,6.8% TAMILNADU SGS 2035,IN3120250151,100.11,6.7849,Tamil Nadu,1000,T6-10,4.704429012,0.375690608,0,Yield,TRUE,2035-36
941,2025-26   ,01-Jul-25,02-Jul-25,02-Jul-37,1000,12,50223,79,"6,605.00",6,38.275,3,961.725,6,38.275,-,-,100,7,7.0% ANDHRA SGS 2037,IN1020250222,100,7,Andhra Pradesh,"1,000.00",T11-15,6.867867634,0.386740331,0,Yield,TRUE,2037-38
942,2025-26   ,01-Jul-25,02-Jul-25,04-Jun-45,1000,19.922,53117,58,"1,780.00",3,5.088,33,994.912,3,5.088,-,-,97.55,7.1518,6.92% TAMILNADU SGS 2045,IN3120250086,97.7,7.1373,Tamil Nadu,"1,000.00",T16-20,1.789102956,0.395127072,0,Price,TRUE,2045-46
943,2025-26   ,01-Jul-25,02-Jul-25,02-Jul-45,2000,20,53145,73,"4,021.00",4,35.043,32,"1,964.96",4,35.043,-,-,100,7.15,7.15% MAHARASHTRA SGS 2045,IN2220250137,100.12,7.1383,Maharashtra,"2,000.00",T16-20,2.046355213,0.790055249,0,Yield,TRUE,2045-46
944,2025-26   ,01-Jul-25,02-Jul-25,02-Jul-46,2000,21,53510,36,"3,480.00",3,5.133,16,"1,994.87",3,5.133,-,-,100,7.15,7.15% MAHARASHTRA SGS 2046,IN2220250145,100.09,7.1419,Maharashtra,"2,000.00",T20+,1.744477201,0.790055249,0,Yield,TRUE,2046-47
945,2025-26   ,01-Jul-25,02-Jul-25,02-Jul-47,2000,22,53875,38,"4,120.00",3,20.193,18,1979.807,3,20.193,-,-,100,7.15,7.15% MAHARASHTRA SGS 2047,IN2220250152,100.08,7.1426,Maharashtra,"2,000.00",T20+,2.081010927,0.790055249,0,Yield,TRUE,2047-48
946,2025-26   ,01-Jul-25,02-Jul-25,02-Jul-49,800,24,54606,15,"2,095.00",1,0.005,5,799.995,1,0.005,-,-,100,7.14,7.14% TELANGANA SGS 2049,IN4520250205,100,7.1399,Telangana,800,T20+,2.618766367,0.31558011,0,Yield,TRUE,2049-50
947,2025-26   ,01-Jul-25,02-Jul-25,02-Jul-50,1200,25,54971,18,"3,095.00",3,5.027,7,1194.973,3,5.027,-,-,100,7.15,7.15% HIMACHAL PR SGS 2050,IN1720250050,100.06,7.1447,Himachal Pradesh,"1,200.00",T20+,2.590016678,0.474033149,0,Yield,TRUE,2050-51
948,2025-26   ,01-Jul-25,02-Jul-25,02-Jul-52,1000,27,55702,11,"2,260.00",2,0.026,4,999.974,2,0.026,-,-,100,7.15,7.15% WESTBENGAL SGS 2052,IN3420250059,100,7.15,West Bengal,"1,000.00",T20+,2.260058762,0.395027624,0,Yield,TRUE,2052-53
949,2025-26   ,01-Jul-25,02-Jul-25,02-Jul-55,700,30,56797,9,"1,520.00",2,0.038,4,699.962,2,0.038,-,-,100,7.14,7.14% TELANGANA SGS 2055,IN4520250213,100,7.1399,Telangana,700.00,T20+,2.171546455,0.276132597,0,Yield,TRUE,2055-56
950,2025-26   ,01-Jul-25,02-Jul-25,02-Jul-58,2000,33,57893,14,"4,640.00",2,0.194,3,1999.806,2,0.194,-,-,100,7.13,7.13% KERALA SGS 2058,IN2020250089,100,7.13,Kerala,"2,000.00",T20+,2.320225062,0.787845304,0,Yield,TRUE,2058-59
951,2025-26   ,24-Jun-25,25-Jun-25,25-Jun-28,1500,3,46929,45,"5,985.00",5,45.124,8,1454.876,5,45.124,-,-,100,6.1,6.1% GUJARAT SGS 2028,IN1520250085,100.03,6.0878,Gujarat,"1,500.00",T1-5,4.11375265,0.336397059,0,Yield,TRUE,2028-29
952,2025-26   ,24-Jun-25,25-Jun-25,18-Jun-31,1000,5.981,48017,19,3695,3,10.008,3,989.992,3,10.008,-,-,99.71,6.4789,6.42% TAMILNADU SGS 2031,IN3120250128,99.8,6.4605,Tamil Nadu,1000,T6-10,3.732353393,0.238194853,0,Price,TRUE,2031-32
953,2025-26   ,24-Jun-25,25-Jun-25,25-Jun-35,1500,10,49485,36,"3,294.58",9,162.707,13,1350,9,150,-,-,100,6.73,6.73% RAJASTHAN SGS 2035,IN2920250098,100.08,6.7192,Rajasthan,"1,500.00",T6-10,2.44042963,0.371139706,0,Yield,TRUE,2035-36
954,2025-26   ,24-Jun-25,25-Jun-25,25-Jun-35,1000,10,49485,34,2570,6,84.009,10,915.991,6,84.009,-,-,100,6.74,6.74% UTTARAKHAND SGS 2035,IN3620250024,100.07,6.7306,Uttarakhand,1000,T6-10,2.805704423,0.247794118,0,Yield,TRUE,2035-36
955,2025-26   ,24-Jun-25,25-Jun-25,25-Jun-36,1000,11,49851,61,"5,117.00",10,122.004,2,900,10,100,-,-,100,6.82,6.82% TAMILNADU SGS 2036,IN3120250136,100.08,6.8089,Tamil Nadu,1000,T11-15,5.685555556,0.250735294,0,Yield,TRUE,2036-37
956,2025-26   ,24-Jun-25,25-Jun-25,25-Jun-37,2000,12,50216,87,"7,313.50",9,145.619,33,1854.381,9,145.619,-,-,100,6.98,6.98% MAHARASHTRA SGS 2037,IN2220250095,100.21,6.9541,Maharashtra,"2,000.00",T11-15,3.943903653,0.513235294,0,Yield,TRUE,2037-38
957,2025-26   ,24-Jun-25,25-Jun-25,25-Jun-38,2000,13,50581,104,"7,140.00",7,91.041,31,1908.959,7,91.041,-,-,100,7.03,7.03% MAHARASHTRA SGS 2038,IN2220250103,100.19,7.0074,Maharashtra,"2,000.00",T11-15,3.740258434,0.516911765,0,Yield,TRUE,2038-39
958,2025-26   ,24-Jun-25,25-Jun-25,25-Jun-38,1000,13,50581,75,"4,407.00",7,44.027,27,955.973,7,44.027,-,-,100,7.05,7.05% HARYANA SGS 2038,IN1620250085,100.09,7.0395,Haryana,1000,T11-15,4.609962834,0.259191176,0,Yield,TRUE,2038-39
959,2025-26   ,24-Jun-25,25-Jun-25,02-May-39,1000,13.853,50892,32,"1,500.00",3,5.004,24,994.996,3,5.004,-,-,103.4,7.1282,7.52% RAJASTHAN SGS 2039,IN2920240032,103.61,7.1046,Rajasthan,"1,000.00",T11-15,1.507543749,0.262066176,0,Price,TRUE,2039-40
960,2025-26   ,24-Jun-25,25-Jun-25,25-Jun-39,2000,14,50946,90,"5,205.00",9,85.004,52,1914.996,9,85.004,-,-,100,7.08,7.08% MAHARASHTRA SGS 2039,IN2220250111,100.21,7.0566,Maharashtra,"2,000.00",T11-15,2.718021343,0.520588235,0,Yield,TRUE,2039-40
961,2025-26   ,24-Jun-25,25-Jun-25,23-Mar-40,1000,14.744,51218,34,"2,967.00",4,10.123,4,989.877,4,10.123,-,-,106.16,7.0592,7.74% RAJASTHAN SGS 2040,IN2920220323,106.24,7.0507,Rajasthan,"1,000.00",T11-15,2.997342094,0.259529412,0,Price,TRUE,2039-40
962,2025-26   ,24-Jun-25,25-Jun-25,25-Jun-40,1000,15,51312,57,3785,9,60.176,2,939.824,9,60.176,-,-,100,7.04,7.04% HARYANA SGS 2040,IN1620250093,100,7.04,Haryana,1000,T11-15,4.027349802,0.258823529,0,Yield,TRUE,2040-41
963,2025-26   ,24-Jun-25,25-Jun-25,25-Jun-40,2000,15,51312,81,"6,020.00",11,128.699,17,1871.301,11,128.699,-,-,100,7.04,7.04% MAHARASHTRA SGS 2040,IN2220250129,100.02,7.0382,Maharashtra,"2,000.00",T11-15,3.21701319,0.517647059,0,Yield,TRUE,2040-41
964,2025-26   ,24-Jun-25,25-Jun-25,25-Jun-43,1500,18,52407,32,3978,2,15.015,9,1484.985,2,15.015,-,-,100,7.09,7.09% RAJASTHAN SGS 2043,IN2920250106,100.01,7.0895,Rajasthan,1500,T16-20,2.678814938,0.390992647,0,Yield,TRUE,2043-44
965,2025-26   ,24-Jun-25,25-Jun-25,25-Jun-46,200,21,53503,15,695.00,4,5.043,1,194.957,4,5.043,-,-,100,7.08,7.08% JAMMUKASHMIR SGS 2046,IN4920250060,100,7.08,Jammu & Kashmir,200.00,T20+,3.564888668,0.052058824,0,Yield,TRUE,2046-47
966,2025-26   ,24-Jun-25,25-Jun-25,25-Jun-50,2000,25,54964,17,6770,2,5.001,2,1994.999,2,5.001,-,-,100,7.1,7.1% WESTBENGAL SGS 2050,IN3420250034,100,7.0999,West Bengal,2000,T20+,3.39348541,0.522058824,0,Yield,TRUE,2050-51
967,2025-26   ,24-Jun-25,25-Jun-25,25-Jun-51,1500,26,55329,10,"4,685.00",2,0.048,2,1499.952,2,0.048,-,-,100,7.1,7.1% WESTBENGAL SGS 2051,IN3420250042,100,7.1,West Bengal,1500,T20+,3.123433283,0.391544118,0,Yield,TRUE,2051-52
968,2025-26   ,24-Jun-25,25-Jun-25,25-Jun-52,2000,27,55695,15,"6,200.00",2,0.069,1,1999.931,2,0.069,-,-,100,7.09,7.09% KERALA SGS 2052,IN2020250071,100,7.09,Kerala,"2,000.00",T20+,3.100106954,0.521323529,0,Yield,TRUE,2052-53
969,2025-26   ,24-Jun-25,25-Jun-25,25-Jun-55,2000,30,56790,17,"6,265.00",4,12.156,4,1987.844,4,12.156,-,-,100,7.09,7.09% TAMILNADU SGS 2055,IN3120250144,100,7.0899,Tamil Nadu,"2,000.00",T20+,3.151655764,0.521323529,0,Yield,TRUE,2055-56
970,2025-26   ,17-Jun-25,18-Jun-25,18-Jun-31,1000,6,48017,47,"5,920.00",9,79.081,1,920.919,9,79.081,-,-,100,6.42,6.42% TAMILNADU SGS 2031,IN3120250128,100,6.42,Tamil Nadu,"1,000.00",T6-10,6.428361235,0.755294118,0,Yield,TRUE,2031-32
971,2025-26   ,17-Jun-25,18-Jun-25,18-Jun-35,500,10,49478,55,"2,479.59",10,87.576,15,450,10,50,-,-,100,6.68,6.68% RAJASTHAN SGS 2035,IN2920250080,100.12,6.6637,Rajasthan,500,T6-10,5.5102,0.392941176,0,Yield,TRUE,2035-36
972,2025-26   ,17-Jun-25,18-Jun-25,29-May-37,1000,11.947,50189,75,"5,235.00",7,42.512,10,957.488,7,42.512,-,-,103.17,6.9641,7.36% RAJASTHAN SGS 2037,IN2920240081,103.19,6.9616,Rajasthan,1000,T11-15,5.467431446,0.819305882,0,Price,TRUE,2037-38
973,2025-26   ,17-Jun-25,18-Jun-25,18-Jun-47,2000,22,53861,46,"3,067.40",5,16.03,8,1983.97,5,16.03,-,-,100,7.11,7.11% WESTBENGAL SGS 2047,IN3420250026,100,7.1096,West Bengal,"2,000.00",T20+,1.546091927,1.672941176,0,Yield,TRUE,2047-48
974,2025-26   ,17-Jun-25,18-Jun-25,18-Jun-58,1000,33,57879,23,2570,3,5.192,3,994.808,3,5.192,-,-,100,7.09,7.09% TELANGANA SGS 2058,IN4520250163,100,7.09,Telangana,1000,T20+,2.583413081,0.834117647,0,Yield,TRUE,2058-59
975,2025-26   ,17-Jun-25,18-Jun-25,18-Jun-59,1000,34,58244,19,2975,3,5.025,3,994.975,3,5.025,-,-,100,7.09,7.09% TELANGANA SGS 2059,IN4520250171,100,7.09,Telangana,1000,T20+,2.990024875,0.834117647,0,Yield,TRUE,2059-60
976,2025-26   ,17-Jun-25,18-Jun-25,18-Jun-60,1000,35,58610,16,2260,2,0.058,2,999.942,2,0.058,-,-,100,7.09,7.09% TELANGANA SGS 2060,IN4520250189,100,7.09,Telangana,1000,T20+,2.260131088,0.834117647,0,Yield,TRUE,2060-61
977,2025-26   ,17-Jun-25,18-Jun-25,18-Jun-61,1000,36,58975,18,"3,260.00",3,2.013,4,997.987,3,2.013,-,-,100,7.09,7.09% TELANGANA SGS 2061,IN4520250197,100,7.09,Telangana,"1,000.00",T20+,3.266575617,0.834117647,0,Yield,TRUE,2061-62
978,2025-26   ,10-Jun-25,11-Jun-25,11-Jun-28,1000,3,46915,65,"7,095.00",6,35.128,6,964.872,6,35.128,-,-,100,6,6.0% TAMILNADU SGS 2028,IN3120250102,100.02,5.9933,Tamil Nadu,"1,000.00",T1-5,7.353306967,0.327332242,0,Yield,TRUE,2028-29
979,2025-26   ,10-Jun-25,11-Jun-25,24-Nov-28,50,3.453,47081,1,50.00,2,0.031,1,49.969,2,0.031,-,-,101.76,6.0462,6.62% PUDUCHERRY SDL 2028,IN3820210034,101.76,6.0462,Puducherry,50.00,T1-5,1.000620385,0.016492635,0,Price,TRUE,2028-29
980,2025-26   ,10-Jun-25,11-Jun-25,11-Jun-31,505,6,48010,10,"2,385.00",1,0.005,2,504.995,1,0.005,-,-,100,6.42,6.42% JAMMUKASHMIR SGS 2031,IN4920250052,100.05,6.4101,Jammu & Kashmir,505.00,T6-10,4.722819038,0.176873977,0,Yield,TRUE,2031-32
981,2025-26   ,10-Jun-25,11-Jun-25,11-Jun-33,1000,8,48741,29,"3,055.00",5,30.097,2,969.903,5,30.097,-,-,100,6.65,6.65% ANDHRA SGS 2033,IN1020250164,100.03,6.6448,Andhra Pradesh,"1,000.00",T6-10,3.149799516,0.362793235,0,Yield,TRUE,2033-34
982,2025-26   ,10-Jun-25,11-Jun-25,11-Jun-34,1000,9,49106,35,"4,460.00",5,30.005,2,969.995,5,30.005,-,-,100,6.65,6.65% ANDHRA SGS 2034,IN1020250172,100.03,6.6448,Andhra Pradesh,"1,000.00",T6-10,4.597961845,0.362793235,0,Yield,TRUE,2034-35
983,2025-26   ,10-Jun-25,11-Jun-25,11-Jun-35,2000,10,49471,85,"7,695.00",15,203.913,4,1800,15,200,-,-,100,6.66,6.66% TAMILNADU SGS 2035,IN3120250110,100.04,6.6544,Tamil Nadu,2000,T6-10,4.275,0.726677578,0,Yield,TRUE,2035-36
984,2025-26   ,10-Jun-25,11-Jun-25,11-Jun-35,1000,10,49471,27,"3,565.00",9,76.006,2,923.994,9,76.006,-,-,100,6.68,6.68% ANDHRA SGS 2035,IN1020250180,100.04,6.6746,Andhra Pradesh,1000,T6-10,3.858250162,0.364429896,0,Yield,TRUE,2035-36
985,2025-26   ,10-Jun-25,11-Jun-25,11-Jun-39,1000,14,50932,57,"2,095.00",10,47.026,40,952.974,10,47.026,-,-,100,7.03,7.03% HARYANA SGS 2039,IN1620250077,100.27,6.999,Haryana,1000,T11-15,2.198381068,0.383524277,0,Yield,TRUE,2039-40
986,2025-26   ,10-Jun-25,11-Jun-25,11-Jun-39,2000,14,50932,64,"2,485.00",4,22.033,51,1977.967,4,22.033,-,-,100,7.05,7.05% ANDHRA SGS 2039,IN1020250198,100.26,7.02,Andhra Pradesh,2000,T11-15,1.256340475,0.769230769,0,Yield,TRUE,2039-40
987,2025-26   ,10-Jun-25,11-Jun-25,11-Jun-39,125,14,50932,12,470,3,1.256,9,123.744,3,1.256,-,-,100,7.08,7.08% MIZORAM SGS 2039,IN2520250019,100.57,7.0149,Mizoram,125,T11-15,3.798163951,0.048281506,0,Yield,TRUE,2039-40
988,2025-26   ,10-Jun-25,11-Jun-25,11-Jun-40,2000,15,51298,44,"2,095.00",3,17.326,42,1982.674,3,17.326,-,-,100,7.08,7.08% ANDHRA SGS 2040,IN1020250206,100.37,7.0392,Andhra Pradesh,2000,T11-15,1.056653792,0.772504092,0,Yield,TRUE,2040-41
989,2025-26   ,10-Jun-25,11-Jun-25,11-Jun-40,150,15,51298,17,570.00,6,5.764,12,144.236,6,5.764,-,-,100,7.09,7.09% PUDUCHERRY SGS 2040,IN3820250014,100.64,7.0203,Puducherry,150.00,T11-15,3.951856679,0.05801964,0,Yield,TRUE,2040-41
990,2025-26   ,10-Jun-25,11-Jun-25,28-May-46,1500,20.964,53475,25,"2,613.16",5,20.046,20,"1,479.95",5,20.046,-,-,97.22,7.1475,6.89% PUNJAB SGS 2046,IN2820250065,97.82,7.0909,Punjab,"1,500.00",T20+,1.765703529,0.5849018,0,Price,TRUE,2046-47
991,2025-26   ,10-Jun-25,11-Jun-25,11-Jun-50,1000,25,54950,5,"2,300.00",3,8.023,5,991.977,3,8.023,-,-,100,7.13,7.13% PUNJAB SGS 2050,IN2820250073,100.21,7.1119,Punjab,"1,000.00",T20+,2.318602145,0.388979815,0,Yield,TRUE,2050-51
992,2025-26   ,10-Jun-25,11-Jun-25,04-Jun-55,1000,29.981,56769,24,"2,995.00",5,22.83,11,977.17,5,22.83,-,-,98.09,7.0944,6.94% TAMILNADU SGS 2055,IN3120250094,98.14,7.0903,Tamil Nadu,"1,000.00",T20+,3.064973341,0.387037643,0,Price,TRUE,2055-56
993,2025-26   ,10-Jun-25,11-Jun-25,11-Jun-55,1000,30,56776,17,"2,850.00",3,8.089,8,991.91,3,8.089,-,-,100,7.1,7.1% TELANGANA SGS 2055,IN4520250130,100.03,7.0976,Telangana,"1,000.00",T20+,2.873241652,0.387343153,0,Yield,TRUE,2055-56
994,2025-26   ,10-Jun-25,11-Jun-25,11-Jun-56,1000,31,57142,14,"3,720.00",3,10.008,4,989.99,3,10.008,-,-,100,7.08,7.08% TELANGANA SGS 2056,IN4520250148,100,7.0799,Telangana,"1,000.00",T20+,3.757606122,0.386252046,0,Yield,TRUE,2056-57
995,2025-26   ,10-Jun-25,11-Jun-25,11-Jun-57,1000,32,57507,12,"3,715.00",2,10.037,3,989.963,2,10.037,-,-,100,7.08,7.08% TELANGANA SGS 2057,IN4520250155,100,7.0799,Telangana,1000,T20+,3.752665504,0.386252046,0,Yield,TRUE,2057-58
996,2025-26   ,03-Jun-25,04-Jun-25,24-Feb-29,500,3.722,47173,32,"4,025.00",2,0.062,3,499.94,2,0.062,-,-,103.1,6.1318,7.08% CHHATTISGARH SDL 2029,IN3520200111,103.11,6.1289,Chhattisgarh,500.00,T1-5,8.050998324,0.108810487,0,Price,TRUE,2028-29
997,2025-26   ,03-Jun-25,04-Jun-25,19-Sep-29,500,4.292,47380,32,"4,125.00",2,0.01,4,499.99,2,0.01,-,-,103.19,6.1397,7.0% CHHATTISGARH SGS 2029,IN3520240018,103.21,6.1345,Chhattisgarh,500,T1-5,8.250165003,0.108950675,0,Price,TRUE,2029-30
998,2025-26   ,03-Jun-25,04-Jun-25,04-Jun-32,1000,7,48369,62,"7,345.00",8,42.604,4,957.396,8,42.604,-,-,100,6.4,6.4% TAMILNADU SGS 2032,IN3120250078,100,6.4,Tamil Nadu,1000,T6-10,7.671851564,0.227139541,0,Yield,TRUE,2032-33
999,2025-26   ,03-Jun-25,04-Jun-25,04-Jun-34,1000,9,49099,63,"5,335.00",7,40.046,2,959.954,7,40.046,-,-,100,6.61,6.61% ANDHRA SGS 2034,IN1020250115,100.07,6.5996,Andhra Pradesh,"1,000.00",T6-10,5.557557966,0.234592557,0,Yield,TRUE,2034-35
1000,2025-26   ,03-Jun-25,04-Jun-25,04-Jun-35,100,10,49464,22,770,3,1.005,4,98.995,3,1.005,-,-,100,6.63,6.63% GOA SGS 2035,IN1420250038,100.04,6.6249,Goa,100,T6-10,7.778170615,0.023530237,0,Yield,TRUE,2035-36
1001,2025-26   ,03-Jun-25,04-Jun-25,04-Jun-35,500,10,49464,17,"1,885.00",4,13.524,4,486.48,4,13.524,-,-,100,6.64,6.64% MEGHALAYA SGS 2035,IN2420250028,100,6.6395,Meghalaya,500.00,T6-10,3.874805746,0.117828637,0,Yield,TRUE,2035-36
1002,2025-26   ,03-Jun-25,04-Jun-25,04-Jun-35,1000,10,49464,54,"3,435.00",11,84.002,21,915.998,11,84.002,-,-,100,6.64,6.64% RAJASTHAN SGS 2035,IN2920250072,100.11,6.6245,Rajasthan,1000,T6-10,3.750008188,0.235657274,0,Yield,TRUE,2035-36
1003,2025-26   ,03-Jun-25,04-Jun-25,04-Jun-36,1500,11,49830,53,"1,745.00",8,47.017,50,1452.983,8,47.017,-,-,100,6.82,6.82% ANDHRA SGS 2036,IN1020250123,100.7,6.7283,Andhra Pradesh,"1,500.00",T11-15,1.200977575,0.36306836,0,Yield,TRUE,2036-37
1004,2025-26   ,03-Jun-25,04-Jun-25,04-Jun-37,1000,12,50195,35,"2,010.00",4,35.013,21,964.987,4,35.013,-,-,100,6.77,6.77% KERALA SGS 2037,IN2020250055,100.34,6.7285,Kerala,"1,000.00",T11-15,2.082929615,0.240271046,0,Yield,TRUE,2037-38
1005,2025-26   ,03-Jun-25,04-Jun-25,04-Jun-37,1500,12,50195,39,"2,000.00",6,50.027,28,"1,449.97",6,50.027,-,-,100,6.78,6.78% ANDHRA SGS 2037,IN1020250131,100.33,6.7393,Andhra Pradesh,"1,500.00",T11-15,1.379336029,0.360938927,0,Yield,TRUE,2037-38
1006,2025-26   ,03-Jun-25,04-Jun-25,04-Jun-38,1500,13,50560,35,"1,745.00",5,30.014,31,"1,469.99",5,30.014,-,-,100,6.84,6.84% ANDHRA SGS 2038,IN1020250149,100.44,6.7888,Andhra Pradesh,"1,500.00",T11-15,1.187086136,0.364133077,0,Yield,TRUE,2038-39
1007,2025-26   ,03-Jun-25,04-Jun-25,04-Jun-39,1500,14,50925,36,"1,715.00",4,15.509,31,1484.491,4,15.509,-,-,100,6.84,6.84% ANDHRA SGS 2039,IN1020250156,100.51,6.783,Andhra Pradesh,1500,T11-15,1.155278139,0.364133077,0,Yield,TRUE,2039-40
1008,2025-26   ,03-Jun-25,04-Jun-25,04-Jun-41,2000,16,51656,43,"1,475.00",6,86.512,23,690,6,86.512,-,-,100,6.88,6.88% MADHYAPRADESH SGS 2041,IN2120250039,100.19,6.8604,Madhya Pradesh,776.512,T16-20,2.137681159,0.189604823,1223.488,Yield,TRUE,2041-42
1009,2025-26   ,03-Jun-25,04-Jun-25,04-Jun-43,2500,18,52386,40,"3,530.00",5,44.021,28,2455.979,5,44.021,-,-,100,6.92,6.92% MADHYAPRADESH SGS 2043,IN2120250047,100.19,6.9014,Madhya Pradesh,"2,500.00",T16-20,1.437308707,0.613986572,0,Yield,TRUE,2043-44
1010,2025-26   ,03-Jun-25,04-Jun-25,04-Jun-44,800,19,52752,32,"2,365.00",3,8.017,12,791.98,3,8.017,-,-,100,6.92,6.92% TELANGANA SGS 2044,IN4520250114,100.04,6.9161,Telangana,800.00,T16-20,2.986175208,0.196475703,0,Yield,TRUE,2044-45
1011,2025-26   ,03-Jun-25,04-Jun-25,04-Jun-45,800,20,53117,23,"2,085.00",3,8.011,6,791.989,3,8.011,-,-,100,6.92,6.92% HIMACHAL PR SGS 2045,IN1720250043,100.01,6.9195,Himachal Pradesh,800,T16-20,2.632612322,0.196475703,0,Yield,TRUE,2045-46
1012,2025-26   ,03-Jun-25,04-Jun-25,04-Jun-45,1000,20,53117,37,2940,4,25.01,14,974.99,4,25.01,-,-,100,6.92,6.92% TAMILNADU SGS 2045,IN3120250086,100.05,6.9151,Tamil Nadu,1000,T16-20,3.015415543,0.245594629,0,Yield,TRUE,2045-46
1013,2025-26   ,03-Jun-25,04-Jun-25,04-Jun-45,700,20,53117,27,"1,950.00",2,10.001,10,689.999,2,10.001,-,-,100,6.92,6.92% TELANGANA SGS 2045,IN4520250122,100.04,6.9164,Telangana,700.00,T16-20,2.826091052,0.17191624,0,Yield,TRUE,2045-46
1014,2025-26   ,03-Jun-25,04-Jun-25,04-Jun-45,2000,20,53117,21,"4,592.50",2,30.006,2,1969.994,2,30.006,-,-,100,6.92,6.92% WESTBENGAL SGS 2045,IN3420250018,100,6.92,West Bengal,2000,T16-20,2.331225374,0.491189257,0,Yield,TRUE,2045-46
1015,2025-26   ,03-Jun-25,04-Jun-25,28-May-46,2000,20.983,53475,20,"4,332.00",3,35.002,7,1964.998,3,35.002,-,-,99.51,6.9345,6.89% PUNJAB SGS 2046,IN2820250065,99.52,6.9336,Punjab,"2,000.00",T20+,2.204582397,0.492218483,0,Price,TRUE,2046-47
1016,2025-26   ,03-Jun-25,04-Jun-25,08-Feb-48,1000,22.678,54096,20,"2,807.10",5,20.586,7,979.414,5,20.586,-,-,107.11,6.9322,7.56% RAJASTHAN SGS 2048,IN2920220281,107.12,6.9314,Rajasthan,"1,000.00",T20+,2.866096462,0.246027613,0,Price,TRUE,2047-48
1017,2025-26   ,03-Jun-25,04-Jun-25,28-Jun-48,1000,23.067,54237,18,"2,355.00",4,20.061,7,979.939,4,20.061,-,-,105.19,6.9352,7.39% RAJASTHAN SGS 2048,IN2920230090,105.2,6.9343,Rajasthan,1000,T20+,2.403210812,0.246134085,0,Price,TRUE,2048-49
1018,2025-26   ,03-Jun-25,04-Jun-25,04-Jun-55,2000,30,56769,16,"4,865.00",3,31.453,9,"1,968.55",3,31.453,-,-,100,6.94,6.94% TAMILNADU SGS 2055,IN3120250094,100.04,6.9368,Tamil Nadu,"2,000.00",T20+,2.471365936,0.492608879,0,Yield,TRUE,2055-56
1019,2025-26   ,03-Jun-25,04-Jun-25,04-Jun-62,2000,37,59326,18,"5,470.00",2,0.038,6,"1,999.96",2,0.038,-,-,100,6.94,6.94% KERALA SGS 2062,IN2020250063,100.01,6.9395,Kerala,"2,000.00",T20+,2.735051966,0.492608879,0,Yield,TRUE,2062-63
1020,2025-26   ,27-May-25,28-May-25,28-May-30,500,5,47631,33,"3,720.00",3,10.029,3,489.971,3,10.029,-,-,100,6.22,6.22% ASSAM SGS 2030,IN1220250055,100.04,6.2108,Assam,500,T1-5,7.592286074,0.198722045,0,Yield,TRUE,2030-31
1021,2025-26   ,27-May-25,28-May-25,28-May-33,1500,8,48727,105,"12,177.00",10,87.044,12,1412.956,10,87.044,-,-,100,6.51,6.51% GUJARAT SGS 2033,IN1520250078,100.05,6.5022,Gujarat,"1,500.00",T6-10,8.618102758,0.623961661,0,Yield,TRUE,2033-34
1022,2025-26   ,27-May-25,28-May-25,28-May-35,2000,10,49457,105,"8,866.00",13,106.117,21,1893.883,13,106.117,-,-,100,6.6,6.6% TAMILNADU SGS 2035,IN3120250060,100.08,6.5887,Tamil Nadu,"2,000.00",T6-10,4.681387393,0.843450479,0,Yield,TRUE,2035-36
1023,2025-26   ,27-May-25,28-May-25,28-May-36,1500,11,49823,57,"5,331.00",5,65.513,15,1434.487,5,65.513,-,-,100,6.64,6.64% HARYANA SGS 2036,IN1620250051,100.11,6.6262,Haryana,1500,T11-15,3.716311127,0.636421725,0,Yield,TRUE,2036-37
1024,2025-26   ,27-May-25,28-May-25,28-May-38,1500,13,50553,64,3801,7,46.085,13,1453.915,7,46.085,-,-,100,6.68,6.68% HARYANA SGS 2038,IN1620250069,100.11,6.6674,Haryana,1500,T11-15,2.614320645,0.640255591,0,Yield,TRUE,2038-39
1025,2025-26   ,27-May-25,28-May-25,28-May-40,250,15,51284,11,960.00,2,0.005,3,249.995,2,0.005,-,-,100,6.71,6.71% MANIPUR SGS 2040,IN2320250029,100.04,6.7058,Manipur,250.00,T11-15,3.840076802,0.107188498,0,Yield,TRUE,2040-41
1026,2025-26   ,27-May-25,28-May-25,30-Aug-41,1000,16.256,51743,40,"4,002.00",1,0.003,9,999.997,1,0.003,-,-,105.63,6.8159,7.4% RAJASTHAN SGS 2041,IN2920230173,105.84,6.7952,Rajasthan,1000,T16-20,4.002012006,0.435520767,0,Price,TRUE,2041-42
